año,orden de compra,fecha,importe,proveedor,dependencia,expediente
2021,742,26-02-2021,22500,ORELLANO MARIA DEL CARMEN,H.C.D.,Suministro 803/2021
2021,744,26-02-2021,22500,PERIN VALERIA SOLEDAD,H.C.D.,Suministro 804/2021
2021,764,26-02-2021,180000,LACALLE FERNANDO LUIS,SUBSECRETARIA DE MEDIOS Y CONTENIDOS PUBLICOS,Suministro 681/2021
2021,768,26-02-2021,33482.93,PINTURERIA FERNANDEZ,NO USAR-DEP. MANTENIMIENTO OBRAS CIVILES,Suministro 694/2021
2021,781,26-02-2021,120000,MACHIAVELLI NESTOR HUGO,SECRETARIA GENERAL,Suministro 835/2021
2021,788,26-02-2021,24000,PALLOTTINI HUGO ALBERTO,H.C.D.,Suministro 875/2021
2021,795,26-02-2021,36000,PROYECCION COMUNICACION INTEGRAL,H.C.D.,Suministro 860/2021
2021,798,26-02-2021,36000,LUIS CANO COMUNICACION Y MEDIOS,H.C.D.,Suministro 885/2021
2021,804,26-02-2021,960000,LU2 RADIO BAHIA BLANCA,SECRETARIA GENERAL,Suministro 856/2021
2021,812,26-02-2021,19000,COPYFAX FOTOCOPIADORAS S.R.L.,DIR. OFICINA MPAL. DE INFOR AL CONSUMIDOR,Suministro 896/2021
2021,825,01-03-2021,15000,ASOCIACION ARGENTINA DE ACTORES,COORD. DE REC. ARTISTICOS,Suministro 773/2021
2021,1652,12-04-2021,343954.84,INDUSTRIAS METALURGICAS DON BOSCO S.A.,COMITE TECNICO EJECUTIVO,Suministro 608/2021
2021,838,01-03-2021,82500,OLEOHIDRAULICA ELOY J COLANTONIO,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 822/2021
2021,839,01-03-2021,8780,INTEGRAL ABC CERRAJERIA,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 823/2021
2021,1463,30-03-2021,443640,COOPERATIVA OBRERA LIMITADA DE CONSUMO Y VIVIENDA,DIR. DE LOGISTICA Y DISTRIBUCION,Suministro 691/2021
2021,847,02-03-2021,44550,ASOCIACION ARGENTINA DE ACTORES,COORD. DE REC. ARTISTICOS,Suministro 824/2021
2021,1117,16-03-2021,13600,ELECTRI-K,MUSEO DE ARTE CONTEMPORANEO,Suministro 931/2021
2021,861,04-03-2021,109891.87,PLAY TIME,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 574/2021
2021,1044,12-03-2021,4040,LIBRERIA DEL COLEGIO,BROMATOLOGIA Y  PROTECC. SALUD,Suministro 635/2021
2021,887,05-03-2021,16252.35,BAHIA PACK´S,DEPARTAMENTO DE AMBIENTE,Suministro 907/2021
2021,905,08-03-2021,332080,OCA,MAYORDOMIA,Suministro 830/2021
2021,897,08-03-2021,181500,OCAMPO MARIO DANIEL,SEC. DE INFRAESTRUCTURA,Suministro 934/2021
2021,902,08-03-2021,24081,HIDRAULICA BAHIA,DIRECCION ADJ ORDENAMIENTO FORESTAL URBANO,Suministro 609/2021
2021,903,08-03-2021,8500,FERRETERIA DIOMEDI,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 422/2021
2021,911,08-03-2021,5500,PARABRISAS ZACCARA S.A.,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 933/2021
2021,912,08-03-2021,4225,REPUESTOS TATO,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 950/2021
2021,915,08-03-2021,17860,INTEGRAL ABC CERRAJERIA,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 946/2021
2021,922,08-03-2021,16335,MORTADA ISMAEL EMIN,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 718/2021
2021,923,08-03-2021,4114,ANDREOLI SELLOS,INSTITUTO CULTURAL MUNICIPAL,Suministro 910/2021
2021,1244,22-03-2021,76050,HIPERTEHUELCHE,NO USAR-DELEG. LAS VILLAS,Suministro 831/2021
2021,1245,22-03-2021,37142.92,PINTURERIA FERNANDEZ,NO USAR-DELEG. LAS VILLAS,Suministro 831/2021
2021,938,09-03-2021,15506,ENCENDIDOS PABLO,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 952/2021
2021,944,09-03-2021,131003.74,BOYE TECNICA SERVICIOS & MANTENIMIENTO,JEFATURA DE GABINETE,Suministro 1051/2021
2021,948,09-03-2021,23590,ACCESORIOS IGNACIO,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1004/2021
2021,966,10-03-2021,52681.04,LANGIANO JOSE,NO USAR - DIRECCION GRAL. DE EDUCACION,Suministro 844/2021
2021,970,10-03-2021,32052.83,DE LA FUENTE DAVID,NO USAR - DIRECCION GRAL. DE EDUCACION,Suministro 798/2021
2021,974,10-03-2021,4950,AQUALIFE,SUBSEC. DE GESTION AMBIENTAL,Suministro 1021/2021
2021,988,10-03-2021,52681.04,SEPULVEDA GOMEZ JAVIER ALEJANDRO,NO USAR - DIRECCION GRAL. DE EDUCACION,Suministro 847/2021
2021,993,10-03-2021,52681.04,LANGIANO JOSE,NO USAR - DIRECCION GRAL. DE EDUCACION,Suministro 845/2021
2021,1008,11-03-2021,5520,AQUALIFE,NO USAR-DEP. MANTENIMIENTO OBRAS CIVILES,Suministro 1001/2021
2021,1020,11-03-2021,49344.31,PROMAR S.R. L,SEC. DE SALUD,Suministro 888/2021
2021,1049,12-03-2021,83538,COOPERATIVA DE TRABAJO LAS VILLAS LIMITADA,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 945/2021
2021,1050,12-03-2021,103740,REPUESTOS TATO,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1246/2021
2021,1051,12-03-2021,8500,COOPERATIVA DE TRABAJO 15 DE JULIO LIMITADA,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 939/2021
2021,1520,31-03-2021,17550,OFISUR,SEC. DE INFRAESTRUCTURA,Suministro 1054/2021
2021,1054,12-03-2021,15750,ONDAR REPUESTOS,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1081/2021
2021,1059,12-03-2021,34950.08,"SEGUSUR S.H. DE GOMEZ, GUSTAVO Y GARCIA, MARTIN",DEP. HABILITACIONES,Suministro 1128/2021
2021,1063,12-03-2021,12000,HERNANDEZ & HERNANDEZ,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1202/2021
2021,1234,19-03-2021,350000,BVC,SECRETARIA GENERAL,Suministro 1058/2021
2021,1088,15-03-2021,122500,SALVADORI DIEGO PABLO,SECRETARIA GENERAL,Suministro 1247/2021
2021,1094,15-03-2021,262500,GIAMBARTOLOMEI LUIS CARLOS,SECRETARIA GENERAL,Suministro 1142/2021
2021,1558,06-04-2021,123009.81,C3I S.A.,SUBDIR DE SISTEMAS E INFR. TECNOLOGICA,Suministro 593/2021
2021,1559,06-04-2021,91517.47,KBYTE COMPUTACION,SUBDIR DE SISTEMAS E INFR. TECNOLOGICA,Suministro 593/2021
2021,1115,16-03-2021,34963.01,LA MOLIENDA,MERCADO MUNICIPAL,Suministro 673/2021
2021,1168,18-03-2021,539879.46,PROBRAS BAHIA S.R.L.,DEP. PROYECTOS Y OBRAS,Suministro 733/2021
2021,1371,29-03-2021,59340,ACQUAMANSA,SUBSECRETARIA DE PLANIFICACION Y DESARROLLO URBANO,Suministro 1418/2021
2021,1934,21-04-2021,795000,EXTER,DEPARTAMENTO DE AMBIENTE,Suministro 890/2021
2021,1217,19-03-2021,13640.73,PINTURERIA FERNANDEZ,MUSEO DE ARTE CONTEMPORANEO,Suministro 1356/2021
2021,1200,19-03-2021,23100,REPUESTOS JP,NO USAR-DIRECCION GRAL. DE TRANSITO,Suministro 1353/2021
2021,1202,19-03-2021,24000,VIDELA OSCAR,DEP. INSPECCIONES,Suministro 948/2021
2021,1210,19-03-2021,17545,BUÑES JUAN BAUTISTA,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1364/2021
2021,1893,20-04-2021,27950,OJEDA Y GUERRA S.H.,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 1159/2021
2021,1517,31-03-2021,53970,OJEDA Y GUERRA S.H.,CASA DE ABRIGO,Suministro 1248/2021
2021,2123,29-04-2021,522857,REPUESTOS TATO,SUBSECRETARIA DE PROTECCION CIUDADANA,Suministro 1320/2021
2021,1235,19-03-2021,16320,ENCENDIDOS PABLO,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1341/2021
2021,1238,19-03-2021,311000,GOMERIA 05,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1393/2021
2021,2330,11-05-2021,423000,JORDAN S.R.L.,DEPARTAMENTO INGENIERIA DE TRANSITO,Suministro 1207/2021
2021,1261,22-03-2021,74598.4,ROLDAN HAYDEE ESTER,NO USAR - DIRECCION GRAL. DE EDUCACION,Suministro 1521/2021
2021,1773,15-04-2021,71500,EXTER,DEPARTAMENTO DE AMBIENTE,Suministro 1286/2021
2021,1525,05-04-2021,66400,MH CARTELES,PLAN APELL,Suministro 1158/2021
2021,1930,21-04-2021,1512000,SERVICIOS DE CONSTRUCCION OPREMA S.A.,SEC. DE INFRAESTRUCTURA,Suministro 1459/2021
2021,1312,26-03-2021,8566.8,QUIMICA INDUSTRIAL BAHIENSE S.A.,BROMATOLOGIA Y  PROTECC. SALUD,Suministro 1452/2021
2021,1313,26-03-2021,248265,VIDAL JORGE ARTURO,NO USAR - DIRECCION GRAL. DE EDUCACION,Suministro 1339/2021
2021,1316,26-03-2021,105000,AFILADOS PATRICIOS,VETERINARIA Y ZOONOSIS,Suministro 1304/2021
2021,1319,26-03-2021,94979,CATALINI ANTONELA,NO USAR - DIRECCION GRAL. DE EDUCACION,Suministro 1273/2021
2021,1339,26-03-2021,150000,FANELLI MARIA JULIETA,NO USAR - DIRECCION GRAL. DE EDUCACION,Suministro 1566/2021
2021,1570,06-04-2021,27120,EXTER,DEPARTAMENTO DE AMBIENTE,Suministro 1544/2021
2021,1350,26-03-2021,189958,FERRER MARIA AGUSTINA,NO USAR - DIRECCION GRAL. DE EDUCACION,Suministro 1276/2021
2021,1351,26-03-2021,142467,BIANCO ANTONELA MARISA,NO USAR - DIRECCION GRAL. DE EDUCACION,Suministro 1271/2021
2021,1354,26-03-2021,960412.45,COOPERATIVA DE TRABAJO 15 DE JULIO LIMITADA,SEC. DE SALUD,Suministro 1524/2021
2021,1369,29-03-2021,45000,ZELAYA VICTOR HUGO,SECRETARIA GENERAL,Suministro 1565/2021
2021,1679,12-04-2021,54578.7,CODIMAT S.A.,DEP. MANTENIMIENTO DE ALUMBRADO PUBLICO,Suministro 1458/2021
2021,1644,12-04-2021,63000,SATEC TELECOMUNICACIONES,DIR. ADULTOS MAYORES,Suministro 1152/2021
2021,1384,29-03-2021,4558.12,C3I S.A.,OFICINA DE COORDINACION NIDO,Suministro 1551/2021
2021,1473,30-03-2021,51230,FARMACIA DI NUCCI,DIRECCION DE MUSEOS Y ARTE,Suministro 1535/2021
2021,1572,06-04-2021,5713346.02,BAHIA AMBIENTAL SAPEM,SEC. DE INFRAESTRUCTURA,Suministro 1548/2021
2021,1415,29-03-2021,3981700.8,COOPERATIVA DE TRABAJO VILLA ROSAS LDTA.,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 1400/2021
2021,1425,29-03-2021,1436400,COOPERATIVA DE TRABAJO 15 DE JULIO LIMITADA,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 1374/2021
2021,1427,29-03-2021,14986460.22,COOPERATIVA DE TRABAJADORES UNIDOS LIMITADA,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 1389/2021
2021,1433,29-03-2021,69639,METALURGICA CERRI S.R.L.,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1346/2021
2021,1697,13-04-2021,12000,BAHITELE,NO USAR-DIRECCION GRAL. DE TRANSITO,Suministro 1162/2021
2021,1492,31-03-2021,72190,EQUIVIAL SUDAMERICANA S.A.,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1617/2021
2021,1501,31-03-2021,30000,LEMA CRISTIAN ANIBAL,H.C.D.,Suministro 1697/2021
2021,1502,31-03-2021,10800,RIVADAVIA BAHIA BLANCA,H.C.D.,Suministro 1695/2021
2021,1536,05-04-2021,62617.5,AGA ARGENTINA,COMITE TECNICO EJECUTIVO,Suministro 1618/2021
2021,1545,05-04-2021,113744.4,RAMOS MIGUEL ANGEL,SISTEMA DE AMAS EXTERNAS,Suministro 1036/2021
2021,1560,06-04-2021,22291.7,AÑOS LUZ,DEP. ELECTRICIDAD Y MECANICA,Suministro 1685/2021
2021,1566,06-04-2021,32340,VERDULERIA EL PARQUE,PROGRAMA CABALLO DE TROYA,Suministro 1536/2021
2021,1569,06-04-2021,25000,EMBRAGUES ALESS,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1641/2021
2021,1768,15-04-2021,8250,PROQUIM BAHIA SRL,NO USAR - DIRECCION GRAL. DE EDUCACION,Suministro 1597/2021
2021,1581,06-04-2021,22000,EMBRAGUES ALESS,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1708/2021
2021,1583,06-04-2021,5895,PASQUALI RICARDO LUIS,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1582/2021
2021,1595,07-04-2021,131253,COOPERATIVA DE TRABAJO MANOS LABORIOSAS LIMITADA,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 1664/2021
2021,1600,07-04-2021,135485,COOPERATIVA DE TRABAJO MANOS LABORIOSAS LIMITADA,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 1660/2021
2021,1607,08-04-2021,46500,MUHLEMANN RAUL BAUTISTA,COORD. DE REC. ARTISTICOS,Suministro 1745/2021
2021,1885,20-04-2021,56250,OJEDA Y GUERRA S.H.,NO USAR-PARQUE AUTOMOTOR,Suministro 1428/2021
2021,1878,20-04-2021,66655,PINTURERIAS DEL CENTRO,NO USAR - DIRECCION GRAL. DE EDUCACION,Suministro 1709/2021
2021,1616,08-04-2021,4235,DUX BAHIA SRL.,MUSEO HISTORICO,Suministro 1595/2021
2021,1618,08-04-2021,35000,GONZALEZ MARTA ALICIA,DIRECCION DE ACCION CULTURAL,Suministro 1715/2021
2021,1619,08-04-2021,11979,ECOBAHIA S.A.,DIRECCION ARTE EMERGENTE Y ACT CULT EN ESP PUBLICO,Suministro 1748/2021
2021,1634,09-04-2021,11500,CASA MATAMOROS,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1735/2021
2021,1638,09-04-2021,98740,EQUIVIAL SUDAMERICANA S.A.,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1742/2021
2021,1642,09-04-2021,26590,EQUIVIAL SUDAMERICANA S.A.,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1656/2021
2021,1641,09-04-2021,93272.02,MORTADA ISMAEL EMIN,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1656/2021
2021,1662,12-04-2021,33600,PEZZUTTI MARIA VIRGINIA,OFICINA DE COORDINACION NIDO,Suministro 1716/2021
2021,1663,12-04-2021,16000,CRIADO OSRE ROCIO BELEN,OFICINA DE COORDINACION NIDO,Suministro 1717/2021
2021,2169,30-04-2021,176355,LA CANTERA DE IGNACIO DOBRY,HOGAR DEL ADOLESCENTE,Suministro 1591/2021
2021,1678,12-04-2021,264000,ABES YAMILA LEONOR,SEC. DE SALUD,Suministro 1489/2021
2021,1683,12-04-2021,31012.11,CAMBA SOCIEDAD ANONIMA,NO USAR-DEP. TALLERES Y MAESTRANZA,Suministro 1763/2021
2021,1685,12-04-2021,31218,PALMA CARTELES S.R.L.,DEP. TESORERIA,Suministro 1749/2021
2021,1694,13-04-2021,9600,MH CARTELES,DIVISION HIGIENE Y SEGURIDAD EN EL TRABAJO,Suministro 1789/2021
2021,2049,27-04-2021,5290,PINTURERIAS TESEI,TEATRO MUNICIPAL,Suministro 1674/2021
