año,orden de compra,fecha,importe,proveedor,dependencia,expediente,,,,,,
2022,289,01-02-2022,9400,REPUESTOS MAIPU,DPTO. TALLERES Y MAESTRANZA,Suministro 380/2021
2022,262,31-01-2022,8619.04,C3I S.A.,DEPARTAMENTO CEMENTERIO,Suministro 439/2022
2022,266,31-01-2022,30297,HIPERTEHUELCHE,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 433/2022
2022,1122,17-03-2022,439237.5,PERMAQUIM S.A.,DEP. TESORERIA,Suministro 194/2022
2022,268,31-01-2022,175387.35,KISSAU VALERIA SOLEDAD,HOGAR DE NIÑOS Y NIÑAS PEUMAYEN,Suministro 51/2022
2022,1612,04-04-2022,392353.45,ROYAL FARMA S.A.,SUBSECRETARIA DE GESTION Y ECON DE LA SALUD,Suministro 80/2022
2022,1617,04-04-2022,4839439.9,MG INSUMOS S.A.,SUBSECRETARIA DE GESTION Y ECON DE LA SALUD,Suministro 80/2022
2022,1668,06-04-2022,65400,MG PHARMACORP SRL.,SUBSECRETARIA DE GESTION Y ECON DE LA SALUD,Suministro 199/2022
2022,295,02-02-2022,87500,COOPERATIVA DE TRABAJO CENTRO LTDA.,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 350/2022
2022,299,02-02-2022,35764,CODIMAT S.A.,DIV. MESA DE ENTRADAS Y ARCHIVO,Suministro 416/2022
2022,302,02-02-2022,24380,ALLIPEN SRL.,TRIBUNAL DE FALTAS,Suministro 473/2022
2022,304,02-02-2022,2800,MH CARTELES,DIRECCION DE ACCION CULTURAL,Suministro 469/2022
2022,307,02-02-2022,75000,CONTEBA SERVICIOS SRL.,SUBSEC. DE GESTION AMBIENTAL,Suministro 417/2022
2022,1298,25-03-2022,3741604.65,CONSAR CONSTRUCTORA ARGENTINA S.R.L.,SUBSECRETARIA DE MANTENIMIENTO,Suministro 351/2022
2022,317,02-02-2022,84375,GONZALEZ MARTA ALICIA,DIRECCION ARTE EMERGENTE Y ACT CULT EN ESP PUBLICO,Suministro 483/2022
2022,343,07-02-2022,154325,CACU CLIMATIZACION,SEC. DE SALUD,Suministro 511/2022
2022,350,07-02-2022,34467.1,PINTURERIAS ADN,DEPARTAMENTO INGENIERIA DE TRANSITO,Suministro 430/2022
2022,373,08-02-2022,48500,DUPLICENTRO MITRE S.A.,SUBSECRETARIA DE DEPORTES,Suministro 494/2022
2022,396,10-02-2022,7055.24,CODIMAT S.A.,SEC. DE SALUD,Suministro 470/2022
2022,377,08-02-2022,22714.45,PROMAR S.R. L,SERVICIO SOCIAL,Suministro 420/2022
2022,2017,25-04-2022,66475,FERRETERIA CENTRO,DIRECCION ADJ ORDENAMIENTO FORESTAL URBANO,Suministro 81/2022
2022,2008,22-04-2022,24697,FERRETERIA INDUSTRIAL FIAS S.A.,DIRECCION ADJ ORDENAMIENTO FORESTAL URBANO,Suministro 81/2022
2022,551,21-02-2022,273100,OFISUR,DEP. PROYECTOS Y OBRAS,Suministro 445/2022
2022,537,21-02-2022,29999,NALDO LOMBARDI S.A.,DEP. PROYECTOS Y OBRAS,Suministro 445/2022
2022,829,04-03-2022,89279.59,KBYTE COMPUTACION,SECRETARIA DE ECONOMIA,Suministro 698/2022
2022,828,04-03-2022,254200,OFISUR,SECRETARIA DE ECONOMIA,Suministro 698/2022
2022,425,14-02-2022,40150,CACU CLIMATIZACION,NO USAR-SUBDIREC. DE SISTEMAS E INFR. TECNOLOGICA,Suministro 595/2022
2022,440,14-02-2022,35150,BVC ONLINE,"NO USAR-ADMINIST.DE REDES, DATOS Y TRANSF. DIGITAL",Suministro 568/2022
2022,811,03-03-2022,402535.4,LIBRERIA DEL COLEGIO,DEP. COMPRAS,Suministro 560/2022
2022,454,15-02-2022,18500,STREMEL MARIANO,SEC. DE SALUD,Suministro 634/2022
2022,938,09-03-2022,12181.93,PINTURERIA FERNANDEZ,SEC. DE SALUD,Suministro 659/2022
2022,483,17-02-2022,7000,HERNANDEZ & HERNANDEZ,DPTO. TALLERES Y MAESTRANZA,Suministro 541/2022
2022,485,17-02-2022,68424.04,GONZALEZ MARTA ALICIA,INSTITUTO CULTURAL MUNICIPAL,Suministro 529/2022
2022,1063,15-03-2022,200700,EXTER,DEPARTAMENTO DE AMBIENTE,Suministro 599/2022
2022,496,17-02-2022,83800,TALLER DE CHAPA Y PINTURA MAYER,DPTO. TALLERES Y MAESTRANZA,Suministro 538/2022
2022,498,18-02-2022,14700,EXTER,DELEGACION GRAL. DANIEL CERRI,Suministro 697/2022
2022,506,18-02-2022,19420,REPUESTOS MAIPU,DPTO. TALLERES Y MAESTRANZA,Suministro 592/2022
2022,504,18-02-2022,10650,REPUESTOS MAIPU,DPTO. TALLERES Y MAESTRANZA,Resolución 591/2022
2022,530,21-02-2022,11400,TORNERIA MECANICA FURIA,DPTO. TALLERES Y MAESTRANZA,Suministro 648/2022
2022,535,21-02-2022,44500,BUÑES JUAN BAUTISTA,DPTO. TALLERES Y MAESTRANZA,Suministro 543/2022
2022,823,04-03-2022,239820,OJEDA Y GUERRA S.H.,SUBSEC. DE GESTION AMBIENTAL,Suministro 583/2022
2022,540,21-02-2022,54600,GRUPO LATIDOS,SEC. DE SALUD,Suministro 719/2022
2022,541,21-02-2022,4600,MARTINEZ GAMBINO INDUSTRIAL S.R.L.,DPTO. LOGISTICA Y MANTENIMIENTO URBANO,Suministro 755/2022
2022,544,21-02-2022,180825.56,MTA ELASTICOS S.A.,DPTO. TALLERES Y MAESTRANZA,Suministro 501/2022
2022,545,21-02-2022,19000,ACCESORIOS IGNACIO,DPTO. TALLERES Y MAESTRANZA,Suministro 590/2022
2022,884,07-03-2022,348900,GOMA SUR,DPTO. LOGISTICA Y MANTENIMIENTO URBANO,Suministro 693/2022
2022,559,21-02-2022,52000,NESTOR RUIZ SERVICIOS DE PUBLICIDAD,SECRETARIA GENERAL,Suministro 794/2022
2022,567,22-02-2022,78000,UNI PRODUCCIONES,SECRETARIA GENERAL,Suministro 795/2022
2022,569,22-02-2022,375000,PROYECCION COMUNICACION INTEGRAL,SECRETARIA GENERAL,Suministro 768/2022
2022,578,22-02-2022,78000,"GABY ""LA VOZ SENSUAL DEL TANGO""",SECRETARIA GENERAL,Suministro 798/2022
2022,580,22-02-2022,50000,SEXTA DIMENSION,SECRETARIA GENERAL,Suministro 767/2022
2022,1003,14-03-2022,149977.74,KBYTE COMPUTACION,DIRECCION DE ACCION CULTURAL,Suministro 438/2022
2022,606,22-02-2022,100000,CLAIR EDUARDO JOAQUIN,DIRECCION ARTE EMERGENTE Y ACT CULT EN ESP PUBLICO,Suministro 816/2022
2022,961,10-03-2022,15777,LIBRERIA DEL COLEGIO,BROMATOLOGIA Y  PROTECC. SALUD,Suministro 726/2022
2022,1813,13-04-2022,441450,LA CANTERA DE IGNACIO DOBRY,HOGAR DEL ADOLESCENTE,Suministro 582/2022
2022,615,23-02-2022,48000,FALAPPA ALEJANDRO CESAR,DIRECCION ARTE EMERGENTE Y ACT CULT EN ESP PUBLICO,Suministro 889/2022
2022,635,24-02-2022,64361.1,ROMERO DAIANA ROCIO,HOGAR DEL ADOLESCENTE,Suministro 601/2022
2022,650,24-02-2022,2800,DUPLICENTRO SANTA FE,DIRECCION GRAL. DE EDUCACION,Suministro 695/2022
2022,652,24-02-2022,160000,LIDERAR PRODUCCIONES,SECRETARIA GENERAL,Suministro 792/2022
2022,658,25-02-2022,10229096.08,BAHIA AMBIENTAL SAPEM,SUBSEC. DE GESTION AMBIENTAL,Suministro 936/2022
2022,661,25-02-2022,358400,FUNS,COMITE TECNICO EJECUTIVO,Suministro 537/2022
2022,688,25-02-2022,37500,LORENZI EDGARDO ENRIQUE,DIRECCION ARTE EMERGENTE Y ACT CULT EN ESP PUBLICO,Suministro 928/2022
2022,694,25-02-2022,420000,GIAMBARTOLOMEI LUIS CARLOS,SECRETARIA GENERAL,Suministro 944/2022
2022,697,25-02-2022,4800000,LA BRUJULA SERVICIOS PERIODISTICOS,SECRETARIA GENERAL,Suministro 866/2022
2022,707,25-02-2022,260000,LOPEZ MACARENA,SECRETARIA GENERAL,Suministro 861/2022
2022,816,03-03-2022,22869,CLIMATEC SRL,DEP. ELECTRICIDAD Y MECANICA,Suministro 872/2022
2022,1810,13-04-2022,6040000,COINCE BAHIA S.A.,DPTO. LOGISTICA Y MANTENIMIENTO URBANO,Suministro 708/2022
2022,752,25-02-2022,2401280,TELEVISION FEDERAL S.A.,SECRETARIA GENERAL,Suministro 992/2022
2022,770,02-03-2022,4360,REPUESTOS MAIPU,DPTO. TALLERES Y MAESTRANZA,Suministro 938/2021
2022,1045,15-03-2022,146100,ALAUX NEUMATICOS,DPTO. TALLERES Y MAESTRANZA,Suministro 851/2022
2022,788,02-03-2022,23700,ACQUAMANSA,DIRECCION ADJ ORDENAMIENTO FORESTAL URBANO,Suministro 864/2022
2022,1645,05-04-2022,834900,ELECSEN,NO USAR-COMUNICACIONES,Suministro 845/2022
2022,1040,14-03-2022,8610,BOYE TECNICA SERVICIOS & MANTENIMIENTO,COMITE TECNICO EJECUTIVO,Suministro 833/2022
2022,810,03-03-2022,63320,COOPERATIVA ANGEL G BORLENGHI LTDA,SUBSECRETARIA DE MANTENIMIENTO,Suministro 1050/2022
2022,1651,05-04-2022,273829.25,LA CASA DEL CARTUCHO - LUIS J. DREVNIAK MATERIALES ELECTRICOS,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 366/2022
2022,1437,30-03-2022,2005698,SUPERMERCADO LA BANDERITA BAHIA S.A.,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 630/2022
2022,1137,18-03-2022,346000,ALBAU INGENIERIA & SERVICIOS SRL.,COMITE TECNICO EJECUTIVO,Suministro 503/2022
2022,836,04-03-2022,60000,CANAL 7 BAHIA BLANCA,H.C.D.,Suministro 1097/2022
2022,854,04-03-2022,100000,BVC,H.C.D.,Suministro 1070/2022
2022,864,04-03-2022,31250,LORENZI EDGARDO ENRIQUE,DIRECCION ARTE EMERGENTE Y ACT CULT EN ESP PUBLICO,Suministro 1133/2022
2022,876,07-03-2022,18900,FUNDAS DONADO,DPTO. TALLERES Y MAESTRANZA,Suministro 1004/2022
2022,890,07-03-2022,6000,INTEGRAL ABC CERRAJERIA,DPTO. TALLERES Y MAESTRANZA,Suministro 1001/2022
2022,1105,17-03-2022,168148.41,EMSICA SRL,BROMATOLOGIA Y  PROTECC. SALUD,Resolución 935/2022
2022,897,08-03-2022,400000,FUNS,BROMATOLOGIA Y  PROTECC. SALUD,Suministro 942/2022
2022,908,08-03-2022,30988,SERMAT S.A.,DPTO. TALLERES Y MAESTRANZA,Suministro 1101/2022
2022,914,08-03-2022,132400,TALLER DE CHAPA Y PINTURA LOS AMIGOS,DPTO. TALLERES Y MAESTRANZA,Suministro 737/2022
2022,1173,18-03-2022,49996,HIPERTEHUELCHE,DEP. MANTENIMIENTO DE ALUMBRADO PUBLICO,Suministro 946/2022
2022,3042,02-06-2022,9645324,FCV SUR VIAL S.A.,SUBSECRETARIA DE MANTENIMIENTO,Suministro 722/2022
2022,1648,05-04-2022,159720,OJEDA Y GUERRA S.H.,SEC. DE GOBIERNO,Suministro 1131/2022
2022,962,11-03-2022,110150,IMPRENTA FIORE,MUSEO FERROWHITE,Suministro 1038/2022
2022,968,11-03-2022,16480,BIEN PABLO MANUEL,DPTO. TALLERES Y MAESTRANZA,Suministro 1100/2022
2022,970,11-03-2022,4933.4,LA CASA DEL CARTUCHO - LUIS J. DREVNIAK MATERIALES ELECTRICOS,DIRECCION GRAL. DE EDUCACION,Suministro 1057/2022
2022,1264,23-03-2022,64635.78,AONIKEN SERVICIOS IT S.A.,TRIBUNAL DE FALTAS,Suministro 1072/2022
2022,1260,23-03-2022,97720,ZAPATILANDIA,INSTITUTO JOSE LUIS CANTILO,Suministro 685/2022
2022,990,11-03-2022,18940,SELLOS MARIANI,NO USAR - DIRECCION GRAL. DE ESPACIO TECNO,Suministro 1099/2022
2022,1595,04-04-2022,5250,REPUESTOS MAIPU,DIVISION DE TRANSITO URBANO,Suministro 732/2022
2022,1593,04-04-2022,93000,CAN - MAR REPUESTOS,DIVISION DE TRANSITO URBANO,Suministro 732/2022
2022,1007,14-03-2022,519792,OPTICA HORUS NEES,SUBSECRETARIA DE GESTION Y ECON DE LA SALUD,Suministro 1112/2022
2022,1240,22-03-2022,360000,CALMEN BAHIA S.R.L.,DIVISION DE TRANSITO URBANO,Suministro 1193/2022
2022,1015,14-03-2022,72000,SANCHEZ MAYRA GABRIELA,DIRECCION GRAL. DE EDUCACION,Suministro 968/2022
2022,1023,14-03-2022,192400,NATATORIO CLIMATIZADO BARLOVENTO,SUBSECRETARIA DE DEPORTES,Suministro 1007/2022
2022,1032,14-03-2022,519792,OPTICA SARMIENTO,SUBSECRETARIA DE GESTION Y ECON DE LA SALUD,Suministro 1111/2022
2022,1047,15-03-2022,27800,REPUESTOS LASPIUR,DIVISION DE TRANSITO URBANO,Suministro 721/2022
2022,1059,15-03-2022,24000,PALMA CARTELES S.R.L.,DIRECCION GENERAL DE FISCALIZACION,Suministro 1155/2022
2022,1075,15-03-2022,4550,GRAFICA ZINGER S.A.,MUSEO DE ARTE CONTEMPORANEO,Suministro 1163/2022
2022,1658,06-04-2022,374582,FARAGO AMOBLAMIENTOS SRL.,SEC. DE SALUD,Suministro 1268/2022
2022,1402,29-03-2022,52818,FERRETERIA CENTRO,TEATRO MUNICIPAL,Suministro 1165/2022
2022,1693,07-04-2022,85476.96,C3I S.A.,SUBSEC. DE GESTION AMBIENTAL,Suministro 1189/2022
2022,1089,16-03-2022,66510,HIDRAULICA BAHIA,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 1276/2022
2022,1124,17-03-2022,26240,FERNANDEZ PATRICIA,DIV. ACCESIBILIDAD E INCLUSION,Suministro 836/2022
2022,1126,17-03-2022,24000,AQUALIFE,DEPARTAMENTO CEMENTERIO,Suministro 1341/2022
2022,1248,22-03-2022,338095,BAHIA FILTROS SRL.,DPTO. TALLERES Y MAESTRANZA,Suministro 958/2022
2022,1136,18-03-2022,40000,SALVADORI DIEGO PABLO,H.C.D.,Suministro 1243/2022
2022,1140,18-03-2022,6300,OLEOHIDRAULICA ELOY J COLANTONIO,DPTO. TALLERES Y MAESTRANZA,Suministro 1255/2022
2022,1152,18-03-2022,36000,LAHITTE & ASOCIADOS,SUBSEC. DE GESTION AMBIENTAL,Suministro 1301/2022
2022,1175,18-03-2022,60000,RADIO NORTE,H.C.D.,Suministro 1411/2022
2022,1178,18-03-2022,60000,FREIDIG MATIAS EZEQUIEL,H.C.D.,Suministro 1236/2022
2022,1179,18-03-2022,20000,BVC,H.C.D.,Suministro 1286/2022
2022,1188,18-03-2022,33300,ACQUAMANSA,MERCADO MUNICIPAL,Suministro 1339/2022
2022,1192,21-03-2022,270400,EMBRAGUES ALESS,DPTO. TALLERES Y MAESTRANZA,Suministro 1343/2022
2022,1197,21-03-2022,25000,ACQUAMANSA,COMITE TECNICO EJECUTIVO,Suministro 1332/2022
2022,1709,07-04-2022,25502,LA LIBRERIA,SEC. DE SALUD,Suministro 856/2022
2022,1201,21-03-2022,11800,PARABRISAS ZACCARA S.A.,DPTO. TALLERES Y MAESTRANZA,Suministro 1211/2022
2022,1210,21-03-2022,23885,OJEDA Y GUERRA S.H.,DEPARTAMENTO CEMENTERIO,Resolución 1418/2022
2022,1215,21-03-2022,84000,TROFEOS OROS,SEC. DE SALUD,Suministro 1370/2022
2022,1229,22-03-2022,80000,DE LA IGLESIA NESTOR HUGO,H.C.D.,Suministro 1383/2022
2022,1244,22-03-2022,21500,ARISTU HNOS,DPTO. REGISTRO LICITADORES Y OBRAS DE CONSORCIOS,Suministro 1668/2022
2022,1250,22-03-2022,47700,ASOCIACION ARGENTINA DE ACTORES,DIRECCION ARTE EMERGENTE Y ACT CULT EN ESP PUBLICO,Suministro 1745/2022
2022,1763,08-04-2022,275500,"SEGUSUR S.H. DE GOMEZ, GUSTAVO Y GARCIA, MARTIN",DIVISION HIGIENE Y SEGURIDAD EN EL TRABAJO,Suministro 1642/2022
2022,1769,08-04-2022,18250,LIBRERIA DON BOSCO,DIVISION DE TRANSITO URBANO,Suministro 1629/2022
2022,1279,23-03-2022,31120,REPUESTOS TATO,DPTO. TALLERES Y MAESTRANZA,Suministro 1606/2022
2022,1287,25-03-2022,942714,COOPERATIVA DE TRABAJO LA PRIMERA DE INGENIERO WHITE,DIRECCION GRAL. DE EDUCACION,Suministro 1238/2022
2022,2206,29-04-2022,6177480.8,BAHIA AMBIENTAL SAPEM,SUBSEC. DE GESTION AMBIENTAL,Suministro 1168/2022
2022,1326,28-03-2022,14543,COOPERATIVA OBRERA LIMITADA DE CONSUMO Y VIVIENDA,H.C.D.,Suministro 1699/2022
2022,1339,28-03-2022,26600,TORNERIA BAHIA,DIVISION DE TRANSITO URBANO,Suministro 1386/2022
2022,1775,12-04-2022,360000,GABRIELE CRISTIAN HERNAN,COMITE TECNICO EJECUTIVO,Suministro 673/2022
2022,1356,28-03-2022,38999.84,ARIAS AUTOMOTORES,COMITE TECNICO EJECUTIVO,Suministro 1803/2022
2022,1358,28-03-2022,118500,FERRARIO ALEJANDRO DANIEL,SECRETARIA GENERAL,Suministro 1636/2022
2022,1367,29-03-2022,93160,ACQUAMANSA,INSTITUTO CULTURAL MUNICIPAL,Suministro 1804/2022
2022,1368,29-03-2022,60000,LAHITTE & ASOCIADOS,SECRETARIA GENERAL,Suministro 1714/2022
2022,1397,29-03-2022,18617.21,LA MOLIENDA,SERVICIO SOCIAL,Suministro 1600/2022
2022,1396,29-03-2022,60000,BOTTA JOAQUIN,SECRETARIA GENERAL,Suministro 1633/2022
2022,1406,29-03-2022,228921,CALMEN BAHIA S.R.L.,DELEGACION NOROESTE,Suministro 1589/2022
2022,1410,30-03-2022,30000,SEBASTIAN GUTIERREZ & ASOCIADOS,DIRECCION ARTE EMERGENTE Y ACT CULT EN ESP PUBLICO,Suministro 1829/2022
2022,1417,30-03-2022,240000,TELEVISION FEDERAL S.A.,H.C.D.,Suministro 1731/2022
2022,2274,29-04-2022,320240,OFISUR,DPTO. TALLERES Y MAESTRANZA,Suministro 1125/2022
2022,1449,30-03-2022,28763,MASTRANGELO LUCERO,COORD. PROGRAMA ENVION,Suministro 1387/2022
2022,1463,31-03-2022,7766477.22,COOPERATIVA DE TRABAJO CENTRO LTDA.,DPTO. LOGISTICA Y MANTENIMIENTO URBANO,Suministro 1423/2022
2022,1478,31-03-2022,59080,HIPERTEHUELCHE,DEPARTAMENTO MANTENIMIENTO OBRAS CIVILES,Suministro 1814/2022
2022,1479,31-03-2022,58300,LANGE SEBASTIAN ANDRES,DPTO. TALLERES Y MAESTRANZA,Resolución 1171/2022
2022,1483,31-03-2022,16990,FERRETERIA CENTRO,DIRECCION DE MUSEOS Y ARTE,Suministro 1015/2022
2022,1485,31-03-2022,27000,AQUALIFE,NO USAR -SECRETARIA DE PRODUCCION,Suministro 1811/2022
2022,1494,31-03-2022,1332727.68,COOPERATIVA DE TRABAJO 15 DE JULIO LIMITADA,MERCADO MUNICIPAL,Suministro 1645/2022
2022,1505,31-03-2022,18245248.98,COOPERATIVA DE TRABAJO CENTRO LTDA.,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 1622/2022
2022,1511,31-03-2022,13711.6,LA MOLIENDA,DIRECCION ARTE EMERGENTE Y ACT CULT EN ESP PUBLICO,Suministro 1884/2022
2022,1515,31-03-2022,24769974.24,COOPERATIVA DE TRABAJADORES UNIDOS LIMITADA,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 1354/2022
2022,1520,31-03-2022,539337.6,COOPERATIVA DE TRABAJO 15 DE JULIO LIMITADA,SEC. DE SALUD,Suministro 1886/2022
2022,1541,31-03-2022,5200,VIDRIERIA LA BAHIA,SEC. DE SALUD,Suministro 1778/2022
2022,1543,31-03-2022,8183511,COOP DE TRABAJO DE LA BAHIA LTDA,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 1841/2022
2022,1544,31-03-2022,26136023.52,COOPERATIVA DE TRABAJO PORVENIR LIMITADA,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 1678/2022
2022,1546,31-03-2022,21375701.1,COOPERATIVA DE TRABAJO IL LAVORO LTDA,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 1583/2022
2022,1564,01-04-2022,33590,MH CARTELES,MUSEO FERROWHITE,Suministro 1479/2022
2022,1776,12-04-2022,36826.83,HIDRAULICA BAHIA,DEPARTAMENTO DE AMBIENTE,Suministro 1824/2022
2022,1579,01-04-2022,246506.2,SOTOMAYOR MARIA NATALIA,CENTRO CAPAC. Y PROMOCION VILLA MIRAMAR,Suministro 1488/2022
2022,1587,04-04-2022,246506.2,LAURA NOELIA PAZ,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 1526/2022
2022,1605,04-04-2022,268927.24,PERALTA ANGIE,INSTITUTO JOSE LUIS CANTILO,Suministro 1432/2022
2022,2043,25-04-2022,18361.82,AÑOS LUZ,INSTITUTO CULTURAL MUNICIPAL,Suministro 623/2022
2022,1644,05-04-2022,29360,MERCERIA - TAPICERIA MIGUEL,OFICINA DE COORDINACION NIDO,Suministro 1693/2022
2022,1671,06-04-2022,8011.46,PROVINCIA SEGUROS S.A.,MUSEO FERROWHITE,Suministro 2044/2022
2022,1674,06-04-2022,490000,RODOVIA S.A.,DPTO. TALLERES Y MAESTRANZA,Suministro 1827/2022
2022,1676,06-04-2022,64016.26,AONIKEN SERVICIOS IT S.A.,"NO USAR-ADMINIST.DE REDES, DATOS Y TRANSF. DIGITAL",Suministro 2016/2022
2022,1685,06-04-2022,10200,ARTIGAS,MUSEO HISTORICO,Suministro 1946/2022
2022,1690,06-04-2022,3280,ARIAS AUTOMOTORES,DPTO. TALLERES Y MAESTRANZA,Suministro 1902/2022
2022,1699,07-04-2022,295000,RAS SOLUCIONES MECANICAS,DPTO. TALLERES Y MAESTRANZA,Suministro 1651/2022
2022,1701,07-04-2022,77003.88,PROVIN EQUIPOS Y SERVICIOS S.A.,DPTO. TALLERES Y MAESTRANZA,Suministro 1868/2022
2022,1714,07-04-2022,57299.8,LA MOLIENDA,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 1813/2022
2022,1983,22-04-2022,30705.96,AÑOS LUZ,MUSEO DEL PUERTO,Suministro 1864/2022
2022,1716,07-04-2022,13805.61,C3I S.A.,DEP. RECAUDACION,Suministro 1944/2022
2022,1721,07-04-2022,13337.2,LA CASA DEL CARTUCHO - LUIS J. DREVNIAK MATERIALES ELECTRICOS,DEP. HABILITACIONES,Suministro 1976/2022
2022,2752,19-05-2022,64028.03,CELSIUS COMERCIAL,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 1825/2022
2022,1963,21-04-2022,14145,DOSAV BAHIA,DEP. MANTENIMIENTO DE ALUMBRADO PUBLICO,Resolución 1874/2022
2022,2011,22-04-2022,9273,DISMAR,DEP. MANTENIMIENTO DE ALUMBRADO PUBLICO,Suministro 1906/2022
2022,1754,08-04-2022,270000,COOPERATIVA DE TRABAJADORES UNIDOS LIMITADA,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 2157/2022
2022,1757,08-04-2022,270000,COOPERATIVA DE TRABAJO VILLA ROSAS LDTA.,DIRECCION GRAL. DE ESPACIOS PUBLICOS,Suministro 2157/2022
2022,3071,03-06-2022,2824512.6,HIDRO-GRUBERT,DEP. MANTENIMIENTO DE ALUMBRADO PUBLICO,Suministro 820/2022
2022,1815,13-04-2022,270000,SANCHEZ ROQUE JOSE OMAR,DPTO. TALLERES Y MAESTRANZA,Suministro 2045/2022
2022,1835,18-04-2022,6800,HIPERTEHUELCHE,DPTO. ALUMB. Y SEMAFORIZACION DE ESPACIOS PUBLICOS,Suministro 1925/2022
2022,2277,29-04-2022,114000,MARTINEZ GAMBINO INDUSTRIAL S.R.L.,TERMINAL DE OMNIBUS SAN FRANCISCO DE ASIS,Resolución 1908/2022
